Date,Social_Trend_Score
2018-12-10,0.3
2018-12-11,0.3
2018-12-12,0.3
2018-12-13,0.3
2018-12-14,0.3
2018-12-15,0.3
2018-12-16,0.3
2018-12-17,0.3
2018-12-18,0.3
2018-12-19,0.3
2018-12-20,0.3
2018-12-21,0.3
2018-12-22,0.3
2018-12-23,0.3
2018-12-24,0.3
2018-12-25,0.3
2018-12-26,0.3
2018-12-27,0.3
2018-12-28,0.3
2018-12-29,0.3
2018-12-30,0.3
2018-12-31,0.3
2019-01-01,0.3
2019-01-02,0.29806451612903223
2019-01-03,0.29612903225806453
2019-01-04,0.29419354838709677
2019-01-05,0.292258064516129
2019-01-06,0.29032258064516125
2019-01-07,0.28838709677419355
2019-01-08,0.2864516129032258
2019-01-09,0.2845161290322581
2019-01-10,0.28258064516129033
2019-01-11,0.2806451612903226
2019-01-12,0.2787096774193548
2019-01-13,0.2767741935483871
2019-01-14,0.27483870967741936
2019-01-15,0.2729032258064516
2019-01-16,0.2709677419354839
2019-01-17,0.26903225806451614
2019-01-18,0.2670967741935484
2019-01-19,0.2651612903225806
2019-01-20,0.2632258064516129
2019-01-21,0.26129032258064516
2019-01-22,0.25935483870967746
2019-01-23,0.2574193548387097
2019-01-24,0.25548387096774194
2019-01-25,0.2535483870967742
2019-01-26,0.25161290322580643
2019-01-27,0.24967741935483873
2019-01-28,0.24774193548387097
2019-01-29,0.24580645161290324
2019-01-30,0.24387096774193548
2019-01-31,0.24193548387096775
2019-02-01,0.24
2019-02-02,0.24035714285714285
2019-02-03,0.24071428571428574
2019-02-04,0.24107142857142858
2019-02-05,0.24142857142857144
2019-02-06,0.24178571428571427
2019-02-07,0.24214285714285716
2019-02-08,0.2425
2019-02-09,0.24285714285714285
2019-02-10,0.24321428571428572
2019-02-11,0.24357142857142858
2019-02-12,0.2439285714285714
2019-02-13,0.24428571428571427
2019-02-14,0.24464285714285716
2019-02-15,0.245
2019-02-16,0.24535714285714286
2019-02-17,0.24571428571428572
2019-02-18,0.24607142857142858
2019-02-19,0.2464285714285714
2019-02-20,0.24678571428571427
2019-02-21,0.24714285714285716
2019-02-22,0.2475
2019-02-23,0.24785714285714286
2019-02-24,0.24821428571428572
2019-02-25,0.24857142857142858
2019-02-26,0.24892857142857142
2019-02-27,0.24928571428571428
2019-02-28,0.24964285714285717
2019-03-01,0.25
2019-03-02,0.2529032258064516
2019-03-03,0.2558064516129032
2019-03-04,0.25870967741935486
2019-03-05,0.26161290322580644
2019-03-06,0.2645161290322581
2019-03-07,0.26741935483870966
2019-03-08,0.2703225806451613
2019-03-09,0.27322580645161293
2019-03-10,0.2761290322580645
2019-03-11,0.27903225806451615
2019-03-12,0.2819354838709678
2019-03-13,0.28483870967741937
2019-03-14,0.28774193548387095
2019-03-15,0.2906451612903226
2019-03-16,0.2935483870967742
2019-03-17,0.2964516129032258
2019-03-18,0.29935483870967744
2019-03-19,0.302258064516129
2019-03-20,0.30516129032258066
2019-03-21,0.30806451612903224
2019-03-22,0.3109677419354839
2019-03-23,0.31387096774193546
2019-03-24,0.3167741935483871
2019-03-25,0.31967741935483873
2019-03-26,0.3225806451612903
2019-03-27,0.3254838709677419
2019-03-28,0.32838709677419353
2019-03-29,0.3312903225806451
2019-03-30,0.3341935483870968
2019-03-31,0.3370967741935484
2019-04-01,0.34
2019-04-02,0.33666666666666667
2019-04-03,0.33333333333333337
2019-04-04,0.33
2019-04-05,0.32666666666666666
2019-04-06,0.32333333333333336
2019-04-07,0.32
2019-04-08,0.31666666666666665
2019-04-09,0.3133333333333333
2019-04-10,0.31
2019-04-11,0.3066666666666667
2019-04-12,0.30333333333333334
2019-04-13,0.3
2019-04-14,0.2966666666666667
2019-04-15,0.29333333333333333
2019-04-16,0.29
2019-04-17,0.2866666666666667
2019-04-18,0.2833333333333334
2019-04-19,0.28
2019-04-20,0.27666666666666667
2019-04-21,0.2733333333333334
2019-04-22,0.27
2019-04-23,0.26666666666666666
2019-04-24,0.26333333333333336
2019-04-25,0.26
2019-04-26,0.25666666666666665
2019-04-27,0.25333333333333335
2019-04-28,0.25
2019-04-29,0.24666666666666667
2019-04-30,0.24333333333333335
2019-05-01,0.24
2019-05-02,0.23935483870967741
2019-05-03,0.23870967741935484
2019-05-04,0.23806451612903223
2019-05-05,0.23741935483870968
2019-05-06,0.23677419354838708
2019-05-07,0.23612903225806453
2019-05-08,0.23548387096774193
2019-05-09,0.23483870967741935
2019-05-10,0.23419354838709677
2019-05-11,0.2335483870967742
2019-05-12,0.2329032258064516
2019-05-13,0.23225806451612904
2019-05-14,0.23161290322580644
2019-05-15,0.2309677419354839
2019-05-16,0.23032258064516128
2019-05-17,0.2296774193548387
2019-05-18,0.22903225806451613
2019-05-19,0.22838709677419355
2019-05-20,0.22774193548387095
2019-05-21,0.2270967741935484
2019-05-22,0.2264516129032258
2019-05-23,0.22580645161290325
2019-05-24,0.22516129032258064
2019-05-25,0.22451612903225807
2019-05-26,0.2238709677419355
2019-05-27,0.2232258064516129
2019-05-28,0.2225806451612903
2019-05-29,0.22193548387096776
2019-05-30,0.22129032258064515
2019-05-31,0.22064516129032255
2019-06-01,0.22
2019-06-02,0.22166666666666668
2019-06-03,0.22333333333333333
2019-06-04,0.225
2019-06-05,0.22666666666666668
2019-06-06,0.22833333333333333
2019-06-07,0.23
2019-06-08,0.2316666666666667
2019-06-09,0.2333333333333333
2019-06-10,0.235
2019-06-11,0.2366666666666667
2019-06-12,0.2383333333333333
2019-06-13,0.24
2019-06-14,0.24166666666666667
2019-06-15,0.24333333333333332
2019-06-16,0.245
2019-06-17,0.24666666666666667
2019-06-18,0.24833333333333332
2019-06-19,0.25
2019-06-20,0.2516666666666667
2019-06-21,0.2533333333333333
2019-06-22,0.255
2019-06-23,0.25666666666666665
2019-06-24,0.2583333333333333
2019-06-25,0.26
2019-06-26,0.26166666666666666
2019-06-27,0.2633333333333333
2019-06-28,0.265
2019-06-29,0.26666666666666666
2019-06-30,0.2683333333333333
2019-07-01,0.27
2019-07-02,0.2693548387096774
2019-07-03,0.26870967741935486
2019-07-04,0.26806451612903226
2019-07-05,0.26741935483870966
2019-07-06,0.2667741935483871
2019-07-07,0.2661290322580645
2019-07-08,0.2654838709677419
2019-07-09,0.26483870967741935
2019-07-10,0.26419354838709674
2019-07-11,0.2635483870967742
2019-07-12,0.2629032258064516
2019-07-13,0.26225806451612904
2019-07-14,0.26161290322580644
2019-07-15,0.2609677419354839
2019-07-16,0.2603225806451613
2019-07-17,0.25967741935483873
2019-07-18,0.25903225806451613
2019-07-19,0.2583870967741936
2019-07-20,0.257741935483871
2019-07-21,0.25709677419354837
2019-07-22,0.2564516129032258
2019-07-23,0.2558064516129032
2019-07-24,0.2551612903225806
2019-07-25,0.25451612903225806
2019-07-26,0.25387096774193546
2019-07-27,0.2532258064516129
2019-07-28,0.2525806451612903
2019-07-29,0.25193548387096776
2019-07-30,0.25129032258064515
2019-07-31,0.25064516129032255
2019-08-01,0.25
2019-08-02,0.2493548387096774
2019-08-03,0.24870967741935485
2019-08-04,0.24806451612903224
2019-08-05,0.2474193548387097
2019-08-06,0.2467741935483871
2019-08-07,0.2461290322580645
2019-08-08,0.24548387096774194
2019-08-09,0.24483870967741936
2019-08-10,0.24419354838709675
2019-08-11,0.2435483870967742
2019-08-12,0.2429032258064516
2019-08-13,0.24225806451612905
2019-08-14,0.24161290322580645
2019-08-15,0.24096774193548387
2019-08-16,0.2403225806451613
2019-08-17,0.23967741935483872
2019-08-18,0.2390322580645161
2019-08-19,0.23838709677419356
2019-08-20,0.23774193548387096
2019-08-21,0.2370967741935484
2019-08-22,0.2364516129032258
2019-08-23,0.23580645161290323
2019-08-24,0.23516129032258065
2019-08-25,0.23451612903225807
2019-08-26,0.23387096774193547
2019-08-27,0.23322580645161292
2019-08-28,0.23258064516129032
2019-08-29,0.23193548387096777
2019-08-30,0.23129032258064516
2019-08-31,0.23064516129032256
2019-09-01,0.23
2019-09-02,0.23266666666666666
2019-09-03,0.23533333333333334
2019-09-04,0.23800000000000002
2019-09-05,0.24066666666666667
2019-09-06,0.24333333333333332
2019-09-07,0.24600000000000002
2019-09-08,0.24866666666666667
2019-09-09,0.25133333333333335
2019-09-10,0.254
2019-09-11,0.25666666666666665
2019-09-12,0.25933333333333336
2019-09-13,0.262
2019-09-14,0.26466666666666666
2019-09-15,0.26733333333333337
2019-09-16,0.27
2019-09-17,0.27266666666666667
2019-09-18,0.2753333333333333
2019-09-19,0.278
2019-09-20,0.2806666666666667
2019-09-21,0.2833333333333333
2019-09-22,0.28600000000000003
2019-09-23,0.2886666666666667
2019-09-24,0.29133333333333333
2019-09-25,0.294
2019-09-26,0.2966666666666667
2019-09-27,0.29933333333333334
2019-09-28,0.302
2019-09-29,0.3046666666666667
2019-09-30,0.30733333333333335
2019-10-01,0.31
2019-10-02,0.30806451612903224
2019-10-03,0.30612903225806454
2019-10-04,0.3041935483870968
2019-10-05,0.302258064516129
2019-10-06,0.30032258064516126
2019-10-07,0.29838709677419356
2019-10-08,0.2964516129032258
2019-10-09,0.2945161290322581
2019-10-10,0.29258064516129034
2019-10-11,0.2906451612903226
2019-10-12,0.2887096774193548
2019-10-13,0.2867741935483871
2019-10-14,0.28483870967741937
2019-10-15,0.2829032258064516
2019-10-16,0.2809677419354839
2019-10-17,0.27903225806451615
2019-10-18,0.2770967741935484
2019-10-19,0.27516129032258063
2019-10-20,0.27322580645161293
2019-10-21,0.27129032258064517
2019-10-22,0.2693548387096774
2019-10-23,0.26741935483870966
2019-10-24,0.2654838709677419
2019-10-25,0.2635483870967742
2019-10-26,0.26161290322580644
2019-10-27,0.25967741935483873
2019-10-28,0.257741935483871
2019-10-29,0.2558064516129032
2019-10-30,0.25387096774193546
2019-10-31,0.25193548387096776
2019-11-01,0.25
2019-11-02,0.24966666666666665
2019-11-03,0.24933333333333332
2019-11-04,0.249
2019-11-05,0.24866666666666667
2019-11-06,0.24833333333333332
2019-11-07,0.248
2019-11-08,0.24766666666666665
2019-11-09,0.24733333333333335
2019-11-10,0.247
2019-11-11,0.24666666666666667
2019-11-12,0.24633333333333332
2019-11-13,0.24600000000000002
2019-11-14,0.24566666666666667
2019-11-15,0.24533333333333335
2019-11-16,0.245
2019-11-17,0.24466666666666664
2019-11-18,0.24433333333333335
2019-11-19,0.244
2019-11-20,0.24366666666666667
2019-11-21,0.24333333333333332
2019-11-22,0.243
2019-11-23,0.24266666666666667
2019-11-24,0.24233333333333335
2019-11-25,0.242
2019-11-26,0.24166666666666667
2019-11-27,0.24133333333333332
2019-11-28,0.24100000000000002
2019-11-29,0.24066666666666667
2019-11-30,0.24033333333333334
2019-12-01,0.24
2019-12-02,0.24258064516129033
2019-12-03,0.24516129032258063
2019-12-04,0.24774193548387097
2019-12-05,0.2503225806451613
2019-12-06,0.2529032258064516
2019-12-07,0.25548387096774194
2019-12-08,0.25806451612903225
2019-12-09,0.26064516129032256
2019-12-10,0.26322580645161286
2019-12-11,0.2658064516129032
2019-12-12,0.26838709677419353
2019-12-13,0.2709677419354839
2019-12-14,0.2735483870967742
2019-12-15,0.2761290322580645
2019-12-16,0.2787096774193548
2019-12-17,0.2812903225806452
2019-12-18,0.2838709677419355
2019-12-19,0.2864516129032258
2019-12-20,0.2890322580645161
2019-12-21,0.29161290322580646
2019-12-22,0.29419354838709677
2019-12-23,0.29677419354838713
2019-12-24,0.29935483870967744
2019-12-25,0.30193548387096775
2019-12-26,0.30451612903225805
2019-12-27,0.3070967741935484
2019-12-28,0.3096774193548387
2019-12-29,0.31225806451612903
2019-12-30,0.31483870967741934
2019-12-31,0.3174193548387097
2020-01-01,0.32
2020-01-02,0.3183870967741936
2020-01-03,0.3167741935483871
2020-01-04,0.31516129032258067
2020-01-05,0.3135483870967742
2020-01-06,0.31193548387096776
2020-01-07,0.3103225806451613
2020-01-08,0.30870967741935484
2020-01-09,0.3070967741935484
2020-01-10,0.30548387096774193
2020-01-11,0.3038709677419355
2020-01-12,0.302258064516129
2020-01-13,0.30064516129032254
2020-01-14,0.2990322580645161
2020-01-15,0.2974193548387097
2020-01-16,0.29580645161290325
2020-01-17,0.29419354838709677
2020-01-18,0.29258064516129034
2020-01-19,0.29096774193548386
2020-01-20,0.28935483870967743
2020-01-21,0.28774193548387095
2020-01-22,0.2861290322580645
2020-01-23,0.2845161290322581
2020-01-24,0.2829032258064516
2020-01-25,0.2812903225806452
2020-01-26,0.2796774193548387
2020-01-27,0.27806451612903227
2020-01-28,0.2764516129032258
2020-01-29,0.27483870967741936
2020-01-30,0.2732258064516129
2020-01-31,0.27161290322580645
2020-02-01,0.27
2020-02-02,0.2924137931034483
2020-02-03,0.31482758620689655
2020-02-04,0.3372413793103448
2020-02-05,0.3596551724137931
2020-02-06,0.38206896551724134
2020-02-07,0.40448275862068966
2020-02-08,0.42689655172413793
2020-02-09,0.4493103448275862
2020-02-10,0.47172413793103446
2020-02-11,0.4941379310344827
2020-02-12,0.516551724137931
2020-02-13,0.5389655172413793
2020-02-14,0.5613793103448276
2020-02-15,0.5837931034482758
2020-02-16,0.6062068965517241
2020-02-17,0.6286206896551724
2020-02-18,0.6510344827586206
2020-02-19,0.6734482758620689
2020-02-20,0.6958620689655172
2020-02-21,0.7182758620689654
2020-02-22,0.7406896551724137
2020-02-23,0.7631034482758621
2020-02-24,0.7855172413793103
2020-02-25,0.8079310344827586
2020-02-26,0.8303448275862069
2020-02-27,0.8527586206896551
2020-02-28,0.8751724137931035
2020-02-29,0.8975862068965518
2020-03-01,0.92
2020-03-02,0.9225806451612903
2020-03-03,0.9251612903225807
2020-03-04,0.9277419354838711
2020-03-05,0.9303225806451613
2020-03-06,0.9329032258064517
2020-03-07,0.9354838709677419
2020-03-08,0.9380645161290323
2020-03-09,0.9406451612903226
2020-03-10,0.9432258064516129
2020-03-11,0.9458064516129032
2020-03-12,0.9483870967741936
2020-03-13,0.9509677419354838
2020-03-14,0.9535483870967743
2020-03-15,0.9561290322580644
2020-03-16,0.9587096774193549
2020-03-17,0.9612903225806452
2020-03-18,0.9638709677419355
2020-03-19,0.9664516129032258
2020-03-20,0.9690322580645162
2020-03-21,0.9716129032258064
2020-03-22,0.9741935483870968
2020-03-23,0.976774193548387
2020-03-24,0.9793548387096774
2020-03-25,0.9819354838709677
2020-03-26,0.984516129032258
2020-03-27,0.9870967741935484
2020-03-28,0.9896774193548388
2020-03-29,0.992258064516129
2020-03-30,0.9948387096774194
2020-03-31,0.9974193548387098
2020-04-01,1.0
2020-04-02,0.992
2020-04-03,0.9840000000000001
2020-04-04,0.976
2020-04-05,0.968
2020-04-06,0.96
2020-04-07,0.9520000000000001
2020-04-08,0.9440000000000001
2020-04-09,0.9359999999999999
2020-04-10,0.9279999999999999
2020-04-11,0.92
2020-04-12,0.912
2020-04-13,0.904
2020-04-14,0.8959999999999999
2020-04-15,0.888
2020-04-16,0.88
2020-04-17,0.872
2020-04-18,0.8640000000000001
2020-04-19,0.856
2020-04-20,0.848
2020-04-21,0.84
2020-04-22,0.8320000000000001
2020-04-23,0.8240000000000001
2020-04-24,0.816
2020-04-25,0.8079999999999999
2020-04-26,0.8
2020-04-27,0.792
2020-04-28,0.784
2020-04-29,0.7759999999999999
2020-04-30,0.768
2020-05-01,0.76
2020-05-02,0.7635483870967742
2020-05-03,0.7670967741935484
2020-05-04,0.7706451612903226
2020-05-05,0.7741935483870968
2020-05-06,0.777741935483871
2020-05-07,0.7812903225806451
2020-05-08,0.7848387096774193
2020-05-09,0.7883870967741936
2020-05-10,0.7919354838709677
2020-05-11,0.7954838709677419
2020-05-12,0.7990322580645162
2020-05-13,0.8025806451612902
2020-05-14,0.8061290322580645
2020-05-15,0.8096774193548387
2020-05-16,0.8132258064516129
2020-05-17,0.8167741935483871
2020-05-18,0.8203225806451613
2020-05-19,0.8238709677419355
2020-05-20,0.8274193548387098
2020-05-21,0.8309677419354838
2020-05-22,0.834516129032258
2020-05-23,0.8380645161290323
2020-05-24,0.8416129032258064
2020-05-25,0.8451612903225807
2020-05-26,0.8487096774193549
2020-05-27,0.852258064516129
2020-05-28,0.8558064516129033
2020-05-29,0.8593548387096774
2020-05-30,0.8629032258064516
2020-05-31,0.8664516129032258
2020-06-01,0.87
2020-06-02,0.8716666666666667
2020-06-03,0.8733333333333333
2020-06-04,0.875
2020-06-05,0.8766666666666667
2020-06-06,0.8783333333333333
2020-06-07,0.88
2020-06-08,0.8816666666666667
2020-06-09,0.8833333333333333
2020-06-10,0.885
2020-06-11,0.8866666666666667
2020-06-12,0.8883333333333333
2020-06-13,0.89
2020-06-14,0.8916666666666667
2020-06-15,0.8933333333333333
2020-06-16,0.895
2020-06-17,0.8966666666666667
2020-06-18,0.8983333333333333
2020-06-19,0.9
2020-06-20,0.9016666666666667
2020-06-21,0.9033333333333333
2020-06-22,0.905
2020-06-23,0.9066666666666667
2020-06-24,0.9083333333333333
2020-06-25,0.91
2020-06-26,0.9116666666666667
2020-06-27,0.9133333333333333
2020-06-28,0.915
2020-06-29,0.9166666666666667
2020-06-30,0.9183333333333333
2020-07-01,0.92
2020-07-02,0.9093548387096775
2020-07-03,0.8987096774193549
2020-07-04,0.8880645161290324
2020-07-05,0.8774193548387097
2020-07-06,0.866774193548387
2020-07-07,0.8561290322580645
2020-07-08,0.8454838709677419
2020-07-09,0.8348387096774194
2020-07-10,0.8241935483870968
2020-07-11,0.8135483870967742
2020-07-12,0.8029032258064517
2020-07-13,0.792258064516129
2020-07-14,0.7816129032258065
2020-07-15,0.7709677419354839
2020-07-16,0.7603225806451612
2020-07-17,0.7496774193548387
